Summary,Series
A group of Borg (from Star Trek: First Contact) are revived after a century frozen in the Arctic ice.,ENT
"Upon the death of a close friend, Captain Archer tells Sub-Commander T'Pol about his early career as an experimental warp engine pilot.",ENT
"A Tellarite captures Captain Archer in order to collect a reward from the Klingons who have been searching for him since the events of ""Judgment"".",ENT
"After an alien attack on Earth, Enterprise is refitted before being sent into the Delphic Expanse. Sub-Commander T'Pol resigns her commission with the Vulcan High Command, and Commander Tucker is troubled by the death of his sister.",ENT
Captain Archer and Lieutenant Reed visit a mining facility in order to track down a Xindi.,ENT
"The crew of Enterprise encounters the rigours of the Delphic Expanse first-hand, and deal with pirates operating from a giant cloaked alien sphere.",ENT
"While pursuing the Xindi, three crew members are exposed to an alien virus and begin to mutate into Loque'eque, a long-dead alien race.",ENT
A slave girl Archer rescues from an alien bazaar seeks refuge aboard Enterprise but betrays the crew instead.,ENT
Enterprise encounters a Vulcan ship whose crew has become unstable due to Trellium-D exposure. Sub-Commander T'Pol soon begins to exhibit the same symptoms.,ENT
A Beauty and the Beast-like tale involving Ensign Sato encountering a potentially helpful telepath on a deserted world.,ENT
"Captain Archer learns of kemocite, a key element in a new weapon being built to destroy Earth, and seeks to follow its supply to the superweapon.",ENT
"A parasite causes Captain Archer to lose his short-term memory, and he (with the help of T'Pol and Doctor Phlox) seeks a way to change the past.",ENT
"Investigating a planet found to be inhabited by humans, the crew find a town resembling the American ""Old West"".",ENT
"Commander Tucker becomes comatose after an accident, and a rapid-growing clone is created for the purpose of harvesting brain tissue.",ENT
"With the help of Temporal Agent Daniels, Captain Archer and Sub-Commander T'Pol go back to 2004 Detroit to stop a group of Reptilians from developing a biological weapon.TCW",ENT
"Religious zealots seek to execute Captain Archer, for supposed acts of sphere desecration, after hijacking Enterprise.",ENT
"Xindi scientists test their new, planet-killing weapon in an asteroid field as Captain Archer is suddenly assisted by Andorians in the Delphic Expanse.Fed",ENT
"A Xindi scientist, Degra, is tricked into giving Captain Archer information about the location of the new superweapon.",ENT
"Enterprise encounters a dying alien, one of the Sphere Builders, for the first time.",ENT
"As Enterprise passes through a ""trans-dimensional disturbance,"" the crew is put into hibernation, leaving Doctor Phlox in control of the ship.",ENT
"Captain Archer becomes overly protective of an Insectoid hatchery, to the point of endangering their mission.",ENT
"Finding the superweapon on Azati Prime, Captain Archer embarks on a suicide mission to destroy it, and Enterprise suffers a devastating attack by the Xindi.TCW Fed",ENT
"Enterprise, now heavily damaged, seeks a warp coil from an alien vessel but is forced to steal it.",ENT
Captain Archer deals with the loss of 18 crew members and continues negotiations with two of the five Xindi species.,ENT
The Enterprise crew meet their own descendants from an alternate timeline in the past.,ENT
"Captain Archer speaks at the Xindi Council, sparking a civil war for control of the superweapon.",ENT
Captain Archer seeks the support of the Aquatics in order to tip the war in their favor.,ENT
The final showdown with the Reptilians and their Guardian allies occurs.,ENT
"After destroying the Xindi weapon, Enterprise finds itself in the 20th century during World War II with Nazis in control of the North Eastern USA.",ENT
"Archer joins Silik to stop the alien Nazis, restore the timeline and end the Temporal Cold War.",ENT
Enterprise is welcomed home after saving Earth and the crew takes a much needed vacation. Tucker and T'Pol visit Vulcan where T'Pol must consider marriage to Koss. Erika Hernandez becomes captain of the Columbia and renews her acquaintance with Archer. Phlox encounters prejudice on Earth.,ENT
"Dr. Arik Soong restores his relationship with his genetically-enhanced ""children,"" Augments.",ENT
A space station crew is held hostage as Dr. Arik Soong and his Augments work to obtain hundreds of Augment embryos in hopes of creating an Augment population.,ENT
"Dr. Arik Soong finds himself overthrown as ""father"" of the Augments and Archer rushes to prevent the destruction of a Klingon colony. As a result of his dashed hopes of enhancing humans, Soong turns in a new direction of research.",ENT
"Earth's embassy on Vulcan is partially destroyed by a bomb, killing Admiral Forrest. Archer and T'Pol travel to Vulcan in search of an alleged terrorist group blamed for the explosion, of which T'Pol's mother is a member.",ENT
Archer and T'Pol find T'Pau and T'Pol's mother and learn that Archer is carrying Surak's katra.,ENT
Archer and T'Pol bring back the Kir'Shara (Surak's artifact) that will lead to vast changes in the Vulcan world. T'Pol's Pa'nar Syndrome is cured by T'Pau.,ENT
"Dr. Emory Erickson, inventor of the transporter, conducts a long-range experiment in order to recover his lost son.",ENT
Organians test the Enterprise crew by observing their reactions to a deadly silicon-based infection.,ENT
Andorians threaten war on the Tellarites after apparently being attacked by a Tellarite vessel en route to trade talks.,ENT
Archer and Shran engage in mortal combat as Archer tries to unite the Andorians and Tellarites who are being set at each other's throats by a remote-controlled Romulan vessel.,ENT
"The drone Romulan ship that attacked the Andorians is under the control of an Aenar, an offshoot race of the Andorians. Archer and Shran join forces to rescue the Aenar and stop the Romulan plot.",ENT
Phlox is kidnapped by the Klingons who are seeking to cure a disease caused by an attempt to create Klingon/Augment hybrids; T'Pol's mental abilities grow after she conducts her first mind meld.,ENT
"With the Columbia's help, the Enterprise crew grapples with sabotage to their ship as they pursue the truth behind the kidnapping of Phlox. The disease is cured, but genetic mutations will make many Klingons appear human-like for generations to come.",ENT
"As a gift for negotiating with the Orion Syndicate, Archer receives three Orion Slave Girls, but these ""gifts"" have their own agenda. Meanwhile, Trip and T'Pol come to terms with the psychic bond that has been created between them.",ENT
"In the Mirror Universe, Commander Archer mutinies against Captain Forrest in order to capture a future Earth ship found in Tholian space.",ENT
"In the Mirror Universe, Archer commandeers the 23rd-century Defiant from the Tholians and uses it in a nefarious power grab.",ENT
A xenophobic faction of humanity threatens to undermine talks to form a new coalition of planets.,ENT
A human isolationist leader threatens to destroy Starfleet Command unless all aliens leave Earth immediately. His bargaining tool: a baby cloned from DNA belonging to Trip and T'Pol.,ENT
"Two centuries in the future, two crew members of the USS Enterprise (NCC-1701-D) (Commander William Riker and Counselor Deanna Troi) observe a holodeck creation of the final voyage of the NX-01 in 2161 (six years after the events of ""Terra Prime"") as it returns to Earth for decommissioning and the signing of the United Federation of Planets charter.",ENT
"Investigating a damaged satellite near a binary star system on the edge of Federation space, the crew of the Starfleet starship USS Shenzhou discover an object obscured from their sensors. When First Officer Michael Burnham volunteers to investigate the object, she finds an ancient, carved vessel. She is attacked by a Klingon, and when trying to escape, she accidentally kills him. A group of Klingons mourn the death of their soldier, dubbed the ""Torchbearer"", before an outcast Klingon named Voq volunteers to take his place. The Klingons, led by T'Kuvma, reveal themselves to be in a cloakable ship. T'Kuvma preaches to his followers about the Federation's attempts to usurp the individuality of the Klingons and their culture, and plans to fulfill an ancient prophecy by uniting the 24 great Klingon houses as was once done by the legendary Kahless. Voq activates a beacon that summons all the Klingon leaders. Burnham, desperate to prevent a war, defies the wishes of Captain Philippa Georgiou and attempts to fire on the Klingons first. She is arrested for mutiny.",DIS
